platform	month	eq. cross. time	node
AVN16	2006-01-01	15:01:26.582841	ascending
AVN16	2006-02-01	15:04:21.589057	ascending
AVN16	2006-03-01	15:07:02.768659	ascending
AVN16	2006-04-01	15:10:06.997645	ascending
AVN16	2006-05-01	15:13:08.935270	ascending
AVN16	2006-06-01	15:16:22.627655	ascending
AVN16	2006-07-01	15:19:29.718587	ascending
AVN16	2006-08-01	15:22:46.755904	ascending
AVN16	2006-09-01	15:26:05.804413	ascending
AVN16	2006-10-01	15:29:21.526091	ascending
AVN16	2006-11-01	15:32:50.014253	ascending
AVN16	2006-12-01	15:36:14.587268	ascending
AVN16	2007-01-01	15:39:49.583127	ascending
AVN16	2007-02-01	15:43:27.824062	ascending
AVN16	2007-03-01	15:46:46.785591	ascending
AVN16	2007-04-01	15:50:36.735116	ascending
AVN16	2007-05-01	15:54:21.530157	ascending
AVN16	2007-06-01	15:58:15.710444	ascending
AVN16	2007-07-01	16:02:04.217882	ascending
AVN16	2007-08-01	16:06:01.469006	ascending
AVN16	2007-09-01	16:10:02.255352	ascending
AVN16	2007-10-01	16:13:59.717259	ascending
